"ISO","variable","value","typeIneq","variable1"
"PRT","SC_SNTWS_gender",0.64,"gender","SC_SNTWS"
"SVK","SC_SNTWS_gender",1,"gender","SC_SNTWS"
"SVN","SC_SNTWS_gender",0.86,"gender","SC_SNTWS"
"ESP","SC_SNTWS_gender",2,"gender","SC_SNTWS"
"SWE","SC_SNTWS_gender",0.8,"gender","SC_SNTWS"
"CHE","SC_SNTWS_gender",1.14,"gender","SC_SNTWS"
"TUR","SC_SNTWS_gender",1,"gender","SC_SNTWS"
"GBR","SC_SNTWS_gender",0.29,"gender","SC_SNTWS"
"USA","SC_SNTWS_gender",2.5,"gender","SC_SNTWS"
"OECD","SC_SNTWS_gender",1.19,"gender","SC_SNTWS"
"LTU","SC_SNTWS_gender",0.83,"gender","SC_SNTWS"
"AUS","SC_TSOC_gender",1.06,"gender","SC_TSOC"
"AUT","SC_TSOC_gender",1.02,"gender","SC_TSOC"
"BEL","SC_TSOC_gender",1.11,"gender","SC_TSOC"
"CAN","SC_TSOC_gender",1.13,"gender","SC_TSOC"
"CHL","SC_TSOC_gender",,"gender","SC_TSOC"
"CZE","SC_TSOC_gender",,"gender","SC_TSOC"
"DNK","SC_TSOC_gender",1.17,"gender","SC_TSOC"
"EST","SC_TSOC_gender",1.11,"gender","SC_TSOC"
"FIN","SC_TSOC_gender",1.2,"gender","SC_TSOC"
"FRA","SC_TSOC_gender",1.07,"gender","SC_TSOC"
"DEU","SC_TSOC_gender",1.09,"gender","SC_TSOC"
"GRC","SC_TSOC_gender",,"gender","SC_TSOC"
"HUN","SC_TSOC_gender",0.74,"gender","SC_TSOC"
"ISL","SC_TSOC_gender",,"gender","SC_TSOC"
"IRL","SC_TSOC_gender",0.98,"gender","SC_TSOC"
"ISR","SC_TSOC_gender",,"gender","SC_TSOC"
"ITA","SC_TSOC_gender",0.82,"gender","SC_TSOC"
"JPN","SC_TSOC_gender",1.51,"gender","SC_TSOC"
"KOR","SC_TSOC_gender",1.14,"gender","SC_TSOC"
"LVA","SC_TSOC_gender",,"gender","SC_TSOC"
"LUX","SC_TSOC_gender",,"gender","SC_TSOC"
"MEX","SC_TSOC_gender",1.04,"gender","SC_TSOC"
"NLD","SC_TSOC_gender",1.11,"gender","SC_TSOC"
"NZL","SC_TSOC_gender",1.29,"gender","SC_TSOC"
"NOR","SC_TSOC_gender",1.29,"gender","SC_TSOC"
"POL","SC_TSOC_gender",1,"gender","SC_TSOC"
"PRT","SC_TSOC_gender",0.68,"gender","SC_TSOC"
"SVK","SC_TSOC_gender",,"gender","SC_TSOC"
"SVN","SC_TSOC_gender",0.95,"gender","SC_TSOC"
"ESP","SC_TSOC_gender",1.18,"gender","SC_TSOC"
"SWE","SC_TSOC_gender",1.09,"gender","SC_TSOC"
"CHE","SC_TSOC_gender",,"gender","SC_TSOC"
"TUR","SC_TSOC_gender",1.15,"gender","SC_TSOC"
"GBR","SC_TSOC_gender",1,"gender","SC_TSOC"
"USA","SC_TSOC_gender",1.07,"gender","SC_TSOC"
"OECD","SC_TSOC_gender",1.08,"gender","SC_TSOC"
"LTU","SC_TSOC_gender",1.05,"gender","SC_TSOC"
"AUS","CG_SAYG_gender",1.08,"gender","CG_SAYG"
"AUT","CG_SAYG_gender",1.01,"gender","CG_SAYG"
"BEL","CG_SAYG_gender",0.96,"gender","CG_SAYG"
"CAN","CG_SAYG_gender",1.1,"gender","CG_SAYG"
"CHL","CG_SAYG_gender",1.29,"gender","CG_SAYG"
"CZE","CG_SAYG_gender",0.96,"gender","CG_SAYG"
"DNK","CG_SAYG_gender",1.27,"gender","CG_SAYG"
"EST","CG_SAYG_gender",1,"gender","CG_SAYG"
"FIN","CG_SAYG_gender",1.12,"gender","CG_SAYG"
"FRA","CG_SAYG_gender",1.04,"gender","CG_SAYG"
"DEU","CG_SAYG_gender",0.99,"gender","CG_SAYG"
"GRC","CG_SAYG_gender",0.96,"gender","CG_SAYG"
"HUN","CG_SAYG_gender",,"gender","CG_SAYG"
"ISL","CG_SAYG_gender",,"gender","CG_SAYG"
"IRL","CG_SAYG_gender",1.04,"gender","CG_SAYG"
"ISR","CG_SAYG_gender",1.01,"gender","CG_SAYG"
"ITA","CG_SAYG_gender",1.01,"gender","CG_SAYG"
"JPN","CG_SAYG_gender",0.87,"gender","CG_SAYG"
"KOR","CG_SAYG_gender",1.13,"gender","CG_SAYG"
"LVA","CG_SAYG_gender",,"gender","CG_SAYG"
"LUX","CG_SAYG_gender",,"gender","CG_SAYG"
"MEX","CG_SAYG_gender",,"gender","CG_SAYG"
"NLD","CG_SAYG_gender",1.12,"gender","CG_SAYG"
"NZL","CG_SAYG_gender",1.09,"gender","CG_SAYG"
"NOR","CG_SAYG_gender",1.17,"gender","CG_SAYG"
"POL","CG_SAYG_gender",1.06,"gender","CG_SAYG"
"PRT","CG_SAYG_gender",,"gender","CG_SAYG"
"SVK","CG_SAYG_gender",1,"gender","CG_SAYG"
"SVN","CG_SAYG_gender",1.01,"gender","CG_SAYG"
"ESP","CG_SAYG_gender",1,"gender","CG_SAYG"
"SWE","CG_SAYG_gender",1.34,"gender","CG_SAYG"
"CHE","CG_SAYG_gender",,"gender","CG_SAYG"
"TUR","CG_SAYG_gender",1.02,"gender","CG_SAYG"
"GBR","CG_SAYG_gender",1.09,"gender","CG_SAYG"
"USA","CG_SAYG_gender",1.23,"gender","CG_SAYG"
"OECD","CG_SAYG_gender",1.07,"gender","CG_SAYG"
"LTU","CG_SAYG_gender",0.83,"gender","CG_SAYG"
"AUS","CG_VOTO_gender",,"gender","CG_VOTO"
"AUT","CG_VOTO_gender",,"gender","CG_VOTO"
"BEL","CG_VOTO_gender",,"gender","CG_VOTO"
"CAN","CG_VOTO_gender",,"gender","CG_VOTO"
"CHL","CG_VOTO_gender",,"gender","CG_VOTO"
"CZE","CG_VOTO_gender",,"gender","CG_VOTO"
"DNK","CG_VOTO_gender",,"gender","CG_VOTO"
"EST","CG_VOTO_gender",,"gender","CG_VOTO"
"FIN","CG_VOTO_gender",,"gender","CG_VOTO"
"FRA","CG_VOTO_gender",,"gender","CG_VOTO"
"DEU","CG_VOTO_gender",,"gender","CG_VOTO"
"GRC","CG_VOTO_gender",,"gender","CG_VOTO"
"HUN","CG_VOTO_gender",,"gender","CG_VOTO"
"ISL","CG_VOTO_gender",,"gender","CG_VOTO"
"IRL","CG_VOTO_gender",,"gender","CG_VOTO"
"ISR","CG_VOTO_gender",,"gender","CG_VOTO"
"ITA","CG_VOTO_gender",,"gender","CG_VOTO"
"JPN","CG_VOTO_gender",,"gender","CG_VOTO"
"KOR","CG_VOTO_gender",,"gender","CG_VOTO"
"LVA","CG_VOTO_gender",,"gender","CG_VOTO"
"LUX","CG_VOTO_gender",,"gender","CG_VOTO"
"MEX","CG_VOTO_gender",,"gender","CG_VOTO"
"NLD","CG_VOTO_gender",,"gender","CG_VOTO"
"NZL","CG_VOTO_gender",,"gender","CG_VOTO"
"NOR","CG_VOTO_gender",,"gender","CG_VOTO"
"POL","CG_VOTO_gender",,"gender","CG_VOTO"
"PRT","CG_VOTO_gender",,"gender","CG_VOTO"
"SVK","CG_VOTO_gender",,"gender","CG_VOTO"
"SVN","CG_VOTO_gender",,"gender","CG_VOTO"
"ESP","CG_VOTO_gender",,"gender","CG_VOTO"
"SWE","CG_VOTO_gender",,"gender","CG_VOTO"
"CHE","CG_VOTO_gender",,"gender","CG_VOTO"
"TUR","CG_VOTO_gender",,"gender","CG_VOTO"
"GBR","CG_VOTO_gender",,"gender","CG_VOTO"
"USA","CG_VOTO_gender",,"gender","CG_VOTO"
"OECD","CG_VOTO_gender",,"gender","CG_VOTO"
"LTU","CG_VOTO_gender",,"gender","CG_VOTO"
"AUS","EQ_SATW_gender",1,"gender","EQ_SATW"
"AUT","EQ_SATW_gender",0.78,"gender","EQ_SATW"
"BEL","EQ_SATW_gender",0.82,"gender","EQ_SATW"
"CAN","EQ_SATW_gender",1,"gender","EQ_SATW"
"CHL","EQ_SATW_gender",0.97,"gender","EQ_SATW"
"CZE","EQ_SATW_gender",1,"gender","EQ_SATW"
"DNK","EQ_SATW_gender",0.86,"gender","EQ_SATW"
"EST","EQ_SATW_gender",1.06,"gender","EQ_SATW"
"FIN","EQ_SATW_gender",0.67,"gender","EQ_SATW"
"FRA","EQ_SATW_gender",1.16,"gender","EQ_SATW"
"DEU","EQ_SATW_gender",1.14,"gender","EQ_SATW"
"GRC","EQ_SATW_gender",1.03,"gender","EQ_SATW"
"HUN","EQ_SATW_gender",1.05,"gender","EQ_SATW"
"ISL","EQ_SATW_gender",1,"gender","EQ_SATW"
"IRL","EQ_SATW_gender",1.07,"gender","EQ_SATW"
"ISR","EQ_SATW_gender",1.26,"gender","EQ_SATW"
"ITA","EQ_SATW_gender",0.82,"gender","EQ_SATW"
"JPN","EQ_SATW_gender",1,"gender","EQ_SATW"
"KOR","EQ_SATW_gender",1.13,"gender","EQ_SATW"
"LVA","EQ_SATW_gender",0.94,"gender","EQ_SATW"
"LUX","EQ_SATW_gender",1.27,"gender","EQ_SATW"
"MEX","EQ_SATW_gender",1.09,"gender","EQ_SATW"
"NLD","EQ_SATW_gender",0.86,"gender","EQ_SATW"
"NZL","EQ_SATW_gender",0.69,"gender","EQ_SATW"
"NOR","EQ_SATW_gender",0.67,"gender","EQ_SATW"
"POL","EQ_SATW_gender",1,"gender","EQ_SATW"
"PRT","EQ_SATW_gender",0.64,"gender","EQ_SATW"
"SVK","EQ_SATW_gender",1.08,"gender","EQ_SATW"
"SVN","EQ_SATW_gender",0.75,"gender","EQ_SATW"
"ESP","EQ_SATW_gender",0.92,"gender","EQ_SATW"
"SWE","EQ_SATW_gender",0.8,"gender","EQ_SATW"
"CHE","EQ_SATW_gender",1,"gender","EQ_SATW"
"TUR","EQ_SATW_gender",1,"gender","EQ_SATW"
"GBR","EQ_SATW_gender",1.12,"gender","EQ_SATW"
"USA","EQ_SATW_gender",1.13,"gender","EQ_SATW"
"OECD","EQ_SATW_gender",0.97,"gender","EQ_SATW"
"LTU","EQ_SATW_gender",1.05,"gender","EQ_SATW"
"AUS","PS_HOMI_gender",1.86,"gender","PS_HOMI"
"AUT","PS_HOMI_gender",1.25,"gender","PS_HOMI"
"BEL","PS_HOMI_gender",1.1,"gender","PS_HOMI"
"CAN","PS_HOMI_gender",2.33,"gender","PS_HOMI"
"CHL","PS_HOMI_gender",6.5,"gender","PS_HOMI"
"CZE","PS_HOMI_gender",1.5,"gender","PS_HOMI"
"DNK","PS_HOMI_gender",2,"gender","PS_HOMI"
"EST","PS_HOMI_gender",5.2,"gender","PS_HOMI"
"FIN","PS_HOMI_gender",1.8,"gender","PS_HOMI"
"FRA","PS_HOMI_gender",2,"gender","PS_HOMI"
"DEU","PS_HOMI_gender",1,"gender","PS_HOMI"
"GRC","PS_HOMI_gender",4,"gender","PS_HOMI"
"HUN","PS_HOMI_gender",1.43,"gender","PS_HOMI"
"ISL","PS_HOMI_gender",1,"gender","PS_HOMI"
"IRL","PS_HOMI_gender",4.5,"gender","PS_HOMI"
"ISR","PS_HOMI_gender",2.6,"gender","PS_HOMI"
"ITA","PS_HOMI_gender",2.75,"gender","PS_HOMI"
"JPN","PS_HOMI_gender",1.5,"gender","PS_HOMI"
"KOR","PS_HOMI_gender",1.2,"gender","PS_HOMI"
"LVA","PS_HOMI_gender",3.17,"gender","PS_HOMI"
"LUX","PS_HOMI_gender",1,"gender","PS_HOMI"
"MEX","PS_HOMI_gender",8.47,"gender","PS_HOMI"
"NLD","PS_HOMI_gender",1.29,"gender","PS_HOMI"
"NZL","PS_HOMI_gender",1.36,"gender","PS_HOMI"
"NOR","PS_HOMI_gender",2.25,"gender","PS_HOMI"
"POL","PS_HOMI_gender",3.25,"gender","PS_HOMI"
"PRT","PS_HOMI_gender",1,"gender","PS_HOMI"
"SVK","PS_HOMI_gender",1.67,"gender","PS_HOMI"
"SVN","PS_HOMI_gender",1.25,"gender","PS_HOMI"
"ESP","PS_HOMI_gender",2,"gender","PS_HOMI"
"SWE","PS_HOMI_gender",2.2,"gender","PS_HOMI"
"CHE","PS_HOMI_gender",0.67,"gender","PS_HOMI"
"TUR","PS_HOMI_gender",4.67,"gender","PS_HOMI"
"GBR","PS_HOMI_gender",4,"gender","PS_HOMI"
"USA","PS_HOMI_gender",3.76,"gender","PS_HOMI"
"OECD","PS_HOMI_gender",2.5,"gender","PS_HOMI"
"LTU","PS_HOMI_gender",3.25,"gender","PS_HOMI"
"AUS","PS_SFRV_gender",0.4,"gender","PS_SFRV"
"AUT","PS_SFRV_gender",0.63,"gender","PS_SFRV"
"BEL","PS_SFRV_gender",0.44,"gender","PS_SFRV"
"CAN","PS_SFRV_gender",0.29,"gender","PS_SFRV"
"CHL","PS_SFRV_gender",0.75,"gender","PS_SFRV"
"CZE","PS_SFRV_gender",0.47,"gender","PS_SFRV"
"DNK","PS_SFRV_gender",0.24,"gender","PS_SFRV"
"EST","PS_SFRV_gender",0.5,"gender","PS_SFRV"
"FIN","PS_SFRV_gender",0.24,"gender","PS_SFRV"
"FRA","PS_SFRV_gender",0.79,"gender","PS_SFRV"
"DEU","PS_SFRV_gender",0.7,"gender","PS_SFRV"
"GRC","PS_SFRV_gender",0.62,"gender","PS_SFRV"
"HUN","PS_SFRV_gender",0.63,"gender","PS_SFRV"
"ISL","PS_SFRV_gender",0.27,"gender","PS_SFRV"
"IRL","PS_SFRV_gender",0.47,"gender","PS_SFRV"
"ISR","PS_SFRV_gender",0.5,"gender","PS_SFRV"
"ITA","PS_SFRV_gender",0.71,"gender","PS_SFRV"
"JPN","PS_SFRV_gender",0.55,"gender","PS_SFRV"
"KOR","PS_SFRV_gender",0.64,"gender","PS_SFRV"
"LVA","PS_SFRV_gender",0.66,"gender","PS_SFRV"
"LUX","PS_SFRV_gender",0.68,"gender","PS_SFRV"
"MEX","PS_SFRV_gender",0.91,"gender","PS_SFRV"
"NLD","PS_SFRV_gender",0.31,"gender","PS_SFRV"
"NZL","PS_SFRV_gender",0.43,"gender","PS_SFRV"
"NOR","PS_SFRV_gender",0.2,"gender","PS_SFRV"
"POL","PS_SFRV_gender",0.61,"gender","PS_SFRV"
"PRT","PS_SFRV_gender",0.54,"gender","PS_SFRV"
"SVK","PS_SFRV_gender",0.72,"gender","PS_SFRV"
"SVN","PS_SFRV_gender",0.44,"gender","PS_SFRV"
"ESP","PS_SFRV_gender",0.82,"gender","PS_SFRV"
"SWE","PS_SFRV_gender",0.3,"gender","PS_SFRV"
"CHE","PS_SFRV_gender",0.55,"gender","PS_SFRV"
"TUR","PS_SFRV_gender",0.65,"gender","PS_SFRV"
"GBR","PS_SFRV_gender",0.57,"gender","PS_SFRV"
"USA","PS_SFRV_gender",0.59,"gender","PS_SFRV"
"OECD","PS_SFRV_gender",0.54,"gender","PS_SFRV"
"LTU","PS_SFRV_gender",0.85,"gender","PS_SFRV"
"AUS","SW_LIFS_gender",1.04,"gender","SW_LIFS"
"AUT","SW_LIFS_gender",0.99,"gender","SW_LIFS"
"BEL","SW_LIFS_gender",0.99,"gender","SW_LIFS"
"CAN","SW_LIFS_gender",1.04,"gender","SW_LIFS"
"CHL","SW_LIFS_gender",1.02,"gender","SW_LIFS"
"CZE","SW_LIFS_gender",0.99,"gender","SW_LIFS"
"DNK","SW_LIFS_gender",0.99,"gender","SW_LIFS"
"EST","SW_LIFS_gender",0.98,"gender","SW_LIFS"
"FIN","SW_LIFS_gender",1.07,"gender","SW_LIFS"
"FRA","SW_LIFS_gender",0.98,"gender","SW_LIFS"
"DEU","SW_LIFS_gender",1,"gender","SW_LIFS"
"GRC","SW_LIFS_gender",1.08,"gender","SW_LIFS"
"HUN","SW_LIFS_gender",1.02,"gender","SW_LIFS"
"ISL","SW_LIFS_gender",1,"gender","SW_LIFS"
"IRL","SW_LIFS_gender",0.99,"gender","SW_LIFS"
"ISR","SW_LIFS_gender",0.99,"gender","SW_LIFS"
"ITA","SW_LIFS_gender",0.98,"gender","SW_LIFS"
"JPN","SW_LIFS_gender",1.05,"gender","SW_LIFS"
"KOR","SW_LIFS_gender",1.02,"gender","SW_LIFS"
"LVA","SW_LIFS_gender",0.97,"gender","SW_LIFS"
"LUX","SW_LIFS_gender",1.01,"gender","SW_LIFS"
"MEX","SW_LIFS_gender",1,"gender","SW_LIFS"
"NLD","SW_LIFS_gender",1,"gender","SW_LIFS"
"NZL","SW_LIFS_gender",1.03,"gender","SW_LIFS"
"NOR","SW_LIFS_gender",1.03,"gender","SW_LIFS"
"POL","SW_LIFS_gender",1.02,"gender","SW_LIFS"
"PRT","SW_LIFS_gender",1.02,"gender","SW_LIFS"
"SVK","SW_LIFS_gender",0.97,"gender","SW_LIFS"
"SVN","SW_LIFS_gender",1.02,"gender","SW_LIFS"
"ESP","SW_LIFS_gender",1.02,"gender","SW_LIFS"
"SWE","SW_LIFS_gender",0.99,"gender","SW_LIFS"
"CHE","SW_LIFS_gender",1.04,"gender","SW_LIFS"
"TUR","SW_LIFS_gender",1.02,"gender","SW_LIFS"
"GBR","SW_LIFS_gender",0.96,"gender","SW_LIFS"
"USA","SW_LIFS_gender",1.03,"gender","SW_LIFS"
"OECD","SW_LIFS_gender",1.01,"gender","SW_LIFS"
"LTU","SW_LIFS_gender",0.98,"gender","SW_LIFS"
"AUS","IW_HNFW_edu_primary",0.67,"primary","IW_HNFW"
"AUT","IW_HNFW_edu_primary",0.25,"primary","IW_HNFW"
"BEL","IW_HNFW_edu_primary",0.51,"primary","IW_HNFW"
"CAN","IW_HNFW_edu_primary",0.43,"primary","IW_HNFW"
"CHL","IW_HNFW_edu_primary",0.33,"primary","IW_HNFW"
"CZE","IW_HNFW_edu_primary",,"primary","IW_HNFW"
"DNK","IW_HNFW_edu_primary",0.42,"primary","IW_HNFW"
"EST","IW_HNFW_edu_primary",0.32,"primary","IW_HNFW"
"FIN","IW_HNFW_edu_primary",0.54,"primary","IW_HNFW"
"FRA","IW_HNFW_edu_primary",0.48,"primary","IW_HNFW"
"DEU","IW_HNFW_edu_primary",0.14,"primary","IW_HNFW"
"GRC","IW_HNFW_edu_primary",0.71,"primary","IW_HNFW"
"HUN","IW_HNFW_edu_primary",0.19,"primary","IW_HNFW"
"ISL","IW_HNFW_edu_primary",,"primary","IW_HNFW"
"IRL","IW_HNFW_edu_primary",1.06,"primary","IW_HNFW"
"ISR","IW_HNFW_edu_primary",,"primary","IW_HNFW"
"ITA","IW_HNFW_edu_primary",0.36,"primary","IW_HNFW"
"JPN","IW_HNFW_edu_primary",,"primary","IW_HNFW"
"KOR","IW_HNFW_edu_primary",0.44,"primary","IW_HNFW"
"LVA","IW_HNFW_edu_primary",0.16,"primary","IW_HNFW"
"LUX","IW_HNFW_edu_primary",0.42,"primary","IW_HNFW"
"MEX","IW_HNFW_edu_primary",,"primary","IW_HNFW"
"NLD","IW_HNFW_edu_primary",,"primary","IW_HNFW"
"NZL","IW_HNFW_edu_primary",,"primary","IW_HNFW"
"NOR","IW_HNFW_edu_primary",0.44,"primary","IW_HNFW"
"POL","IW_HNFW_edu_primary",0.56,"primary","IW_HNFW"
"PRT","IW_HNFW_edu_primary",0.49,"primary","IW_HNFW"
"SVK","IW_HNFW_edu_primary",0.3,"primary","IW_HNFW"
"SVN","IW_HNFW_edu_primary",0.47,"primary","IW_HNFW"
"ESP","IW_HNFW_edu_primary",0.47,"primary","IW_HNFW"
"SWE","IW_HNFW_edu_primary",,"primary","IW_HNFW"
"CHE","IW_HNFW_edu_primary",,"primary","IW_HNFW"
"TUR","IW_HNFW_edu_primary",,"primary","IW_HNFW"
"GBR","IW_HNFW_edu_primary",,"primary","IW_HNFW"
"USA","IW_HNFW_edu_primary",0.16,"primary","IW_HNFW"
"OECD","IW_HNFW_edu_primary",0.43,"primary","IW_HNFW"
"LTU","IW_HNFW_edu_primary",,"primary","IW_HNFW"
"AUS","JE_PE_edu_primary",0.65,"primary","JE_PE"
"AUT","JE_PE_edu_primary",0.48,"primary","JE_PE"
"BEL","JE_PE_edu_primary",0.69,"primary","JE_PE"
"CAN","JE_PE_edu_primary",0.54,"primary","JE_PE"
"CHL","JE_PE_edu_primary",,"primary","JE_PE"
"CZE","JE_PE_edu_primary",0.52,"primary","JE_PE"
"DNK","JE_PE_edu_primary",0.68,"primary","JE_PE"
"EST","JE_PE_edu_primary",0.63,"primary","JE_PE"
"FIN","JE_PE_edu_primary",0.68,"primary","JE_PE"
"FRA","JE_PE_edu_primary",0.72,"primary","JE_PE"
"DEU","JE_PE_edu_primary",0.52,"primary","JE_PE"
"GRC","JE_PE_edu_primary",0.5,"primary","JE_PE"
"HUN","JE_PE_edu_primary",0.44,"primary","JE_PE"
"ISL","JE_PE_edu_primary",0.67,"primary","JE_PE"
"IRL","JE_PE_edu_primary",0.58,"primary","JE_PE"
"ISR","JE_PE_edu_primary",,"primary","JE_PE"
"ITA","JE_PE_edu_primary",0.61,"primary","JE_PE"
"JPN","JE_PE_edu_primary",0.58,"primary","JE_PE"
"KOR","JE_PE_edu_primary",0.49,"primary","JE_PE"
"LVA","JE_PE_edu_primary",,"primary","JE_PE"
"LUX","JE_PE_edu_primary",0.46,"primary","JE_PE"
"MEX","JE_PE_edu_primary",0.45,"primary","JE_PE"
"NLD","JE_PE_edu_primary",0.61,"primary","JE_PE"
"NZL","JE_PE_edu_primary",,"primary","JE_PE"
"NOR","JE_PE_edu_primary",0.67,"primary","JE_PE"
"POL","JE_PE_edu_primary",0.46,"primary","JE_PE"
"PRT","JE_PE_edu_primary",0.48,"primary","JE_PE"
"SVK","JE_PE_edu_primary",0.62,"primary","JE_PE"
"SVN","JE_PE_edu_primary",0.49,"primary","JE_PE"
"ESP","JE_PE_edu_primary",0.6,"primary","JE_PE"
"SWE","JE_PE_edu_primary",0.81,"primary","JE_PE"
"CHE","JE_PE_edu_primary",0.47,"primary","JE_PE"
"TUR","JE_PE_edu_primary",0.36,"primary","JE_PE"
"GBR","JE_PE_edu_primary",0.57,"primary","JE_PE"
"USA","JE_PE_edu_primary",0.43,"primary","JE_PE"
"OECD","JE_PE_edu_primary",0.56,"primary","JE_PE"
"LTU","JE_PE_edu_primary",,"primary","JE_PE"
"AUS","JE_EMPL_edu_primary",0.7,"primary","JE_EMPL"
"AUT","JE_EMPL_edu_primary",0.62,"primary","JE_EMPL"
"BEL","JE_EMPL_edu_primary",0.55,"primary","JE_EMPL"
"CAN","JE_EMPL_edu_primary",0.68,"primary","JE_EMPL"
"CHL","JE_EMPL_edu_primary",0.73,"primary","JE_EMPL"
"CZE","JE_EMPL_edu_primary",0.49,"primary","JE_EMPL"
"DNK","JE_EMPL_edu_primary",0.7,"primary","JE_EMPL"
"EST","JE_EMPL_edu_primary",0.67,"primary","JE_EMPL"
"FIN","JE_EMPL_edu_primary",0.65,"primary","JE_EMPL"
"FRA","JE_EMPL_edu_primary",0.65,"primary","JE_EMPL"
"DEU","JE_EMPL_edu_primary",0.67,"primary","JE_EMPL"
"GRC","JE_EMPL_edu_primary",0.71,"primary","JE_EMPL"
"HUN","JE_EMPL_edu_primary",0.58,"primary","JE_EMPL"
"ISL","JE_EMPL_edu_primary",0.85,"primary","JE_EMPL"
"IRL","JE_EMPL_edu_primary",0.59,"primary","JE_EMPL"
"ISR","JE_EMPL_edu_primary",0.56,"primary","JE_EMPL"
"ITA","JE_EMPL_edu_primary",0.64,"primary","JE_EMPL"
"JPN","JE_EMPL_edu_primary",,"primary","JE_EMPL"
"KOR","JE_EMPL_edu_primary",0.85,"primary","JE_EMPL"
"LVA","JE_EMPL_edu_primary",0.66,"primary","JE_EMPL"
"LUX","JE_EMPL_edu_primary",0.73,"primary","JE_EMPL"
"MEX","JE_EMPL_edu_primary",0.8,"primary","JE_EMPL"
"NLD","JE_EMPL_edu_primary",0.68,"primary","JE_EMPL"
"NZL","JE_EMPL_edu_primary",0.79,"primary","JE_EMPL"
"NOR","JE_EMPL_edu_primary",0.68,"primary","JE_EMPL"
"POL","JE_EMPL_edu_primary",0.47,"primary","JE_EMPL"
"PRT","JE_EMPL_edu_primary",0.77,"primary","JE_EMPL"
"SVK","JE_EMPL_edu_primary",0.43,"primary","JE_EMPL"
"SVN","JE_EMPL_edu_primary",0.58,"primary","JE_EMPL"
"ESP","JE_EMPL_edu_primary",0.66,"primary","JE_EMPL"
"SWE","JE_EMPL_edu_primary",0.74,"primary","JE_EMPL"
"CHE","JE_EMPL_edu_primary",0.77,"primary","JE_EMPL"
"TUR","JE_EMPL_edu_primary",0.67,"primary","JE_EMPL"
"GBR","JE_EMPL_edu_primary",0.68,"primary","JE_EMPL"
"USA","JE_EMPL_edu_primary",0.67,"primary","JE_EMPL"
"OECD","JE_EMPL_edu_primary",0.67,"primary","JE_EMPL"
"LTU","JE_EMPL_edu_primary",0.56,"primary","JE_EMPL"
"AUS","JE_EMP_edu_primary",0.45,"primary","JE_EMP"
"AUT","JE_EMP_edu_primary",0.34,"primary","JE_EMP"
"BEL","JE_EMP_edu_primary",0.28,"primary","JE_EMP"
"CAN","JE_EMP_edu_primary",0.45,"primary","JE_EMP"
"CHL","JE_EMP_edu_primary",0.95,"primary","JE_EMP"
"CZE","JE_EMP_edu_primary",0.11,"primary","JE_EMP"
"DNK","JE_EMP_edu_primary",0.56,"primary","JE_EMP"
"EST","JE_EMP_edu_primary",0.3,"primary","JE_EMP"
"FIN","JE_EMP_edu_primary",0.53,"primary","JE_EMP"
"FRA","JE_EMP_edu_primary",0.41,"primary","JE_EMP"
"DEU","JE_EMP_edu_primary",0.2,"primary","JE_EMP"
"GRC","JE_EMP_edu_primary",0.72,"primary","JE_EMP"
"HUN","JE_EMP_edu_primary",0.14,"primary","JE_EMP"
"ISL","JE_EMP_edu_primary",0.7,"primary","JE_EMP"
"IRL","JE_EMP_edu_primary",0.32,"primary","JE_EMP"
"ISR","JE_EMP_edu_primary",0.56,"primary","JE_EMP"
"ITA","JE_EMP_edu_primary",0.48,"primary","JE_EMP"
"JPN","JE_EMP_edu_primary",,"primary","JE_EMP"
"KOR","JE_EMP_edu_primary",1.17,"primary","JE_EMP"
"LVA","JE_EMP_edu_primary",0.23,"primary","JE_EMP"
"LUX","JE_EMP_edu_primary",0.55,"primary","JE_EMP"
"MEX","JE_EMP_edu_primary",1.38,"primary","JE_EMP"
"NLD","JE_EMP_edu_primary",0.4,"primary","JE_EMP"
"NZL","JE_EMP_edu_primary",0.44,"primary","JE_EMP"
"NOR","JE_EMP_edu_primary",0.33,"primary","JE_EMP"
"POL","JE_EMP_edu_primary",0.23,"primary","JE_EMP"
"PRT","JE_EMP_edu_primary",0.63,"primary","JE_EMP"
"SVK","JE_EMP_edu_primary",0.16,"primary","JE_EMP"
"SVN","JE_EMP_edu_primary",0.42,"primary","JE_EMP"
"ESP","JE_EMP_edu_primary",0.43,"primary","JE_EMP"
"SWE","JE_EMP_edu_primary",0.3,"primary","JE_EMP"
"CHE","JE_EMP_edu_primary",0.33,"primary","JE_EMP"
"TUR","JE_EMP_edu_primary",0.93,"primary","JE_EMP"
"GBR","JE_EMP_edu_primary",0.39,"primary","JE_EMP"
"USA","JE_EMP_edu_primary",0.29,"primary","JE_EMP"
"OECD","JE_EMP_edu_primary",0.47,"primary","JE_EMP"
"LTU","JE_EMP_edu_primary",0.14,"primary","JE_EMP"
"AUS","HS_LEB_primary_1",-3.7,"primary","HS_LEB"
"AUT","HS_LEB_primary_1",-3,"primary","HS_LEB"
"BEL","HS_LEB_primary_1",-6.8,"primary","HS_LEB"
"CAN","HS_LEB_primary_1",-2.7,"primary","HS_LEB"
"CHL","HS_LEB_primary_1",-7.6,"primary","HS_LEB"
"CZE","HS_LEB_primary_1",-4.7,"primary","HS_LEB"
"DNK","HS_LEB_primary_1",-5.1,"primary","HS_LEB"
