"ISO","variable","value","typeIneq","variable1"
"FIN","SC_SNTWS_edu_primary",0.31,"primary","SC_SNTWS"
"FRA","SC_SNTWS_edu_primary",0.4,"primary","SC_SNTWS"
"DEU","SC_SNTWS_edu_primary",0.55,"primary","SC_SNTWS"
"GRC","SC_SNTWS_edu_primary",0.46,"primary","SC_SNTWS"
"HUN","SC_SNTWS_edu_primary",0.38,"primary","SC_SNTWS"
"ISL","SC_SNTWS_edu_primary",0.87,"primary","SC_SNTWS"
"IRL","SC_SNTWS_edu_primary",0.67,"primary","SC_SNTWS"
"ISR","SC_SNTWS_edu_primary",0.35,"primary","SC_SNTWS"
"ITA","SC_SNTWS_edu_primary",0.5,"primary","SC_SNTWS"
"JPN","SC_SNTWS_edu_primary",0.71,"primary","SC_SNTWS"
"KOR","SC_SNTWS_edu_primary",0.32,"primary","SC_SNTWS"
"LVA","SC_SNTWS_edu_primary",0.44,"primary","SC_SNTWS"
"LUX","SC_SNTWS_edu_primary",0.71,"primary","SC_SNTWS"
"MEX","SC_SNTWS_edu_primary",0.66,"primary","SC_SNTWS"
"NLD","SC_SNTWS_edu_primary",0.6,"primary","SC_SNTWS"
"NZL","SC_SNTWS_edu_primary",0.83,"primary","SC_SNTWS"
"NOR","SC_SNTWS_edu_primary",0.5,"primary","SC_SNTWS"
"POL","SC_SNTWS_edu_primary",0.48,"primary","SC_SNTWS"
"PRT","SC_SNTWS_edu_primary",0.27,"primary","SC_SNTWS"
"SVK","SC_SNTWS_edu_primary",0.53,"primary","SC_SNTWS"
"SVN","SC_SNTWS_edu_primary",0.41,"primary","SC_SNTWS"
"ESP","SC_SNTWS_edu_primary",0.33,"primary","SC_SNTWS"
"SWE","SC_SNTWS_edu_primary",0.59,"primary","SC_SNTWS"
"CHE","SC_SNTWS_edu_primary",0.95,"primary","SC_SNTWS"
"TUR","SC_SNTWS_edu_primary",0.3,"primary","SC_SNTWS"
"GBR","SC_SNTWS_edu_primary",0.44,"primary","SC_SNTWS"
"USA","SC_SNTWS_edu_primary",0.22,"primary","SC_SNTWS"
"OECD","SC_SNTWS_edu_primary",0.52,"primary","SC_SNTWS"
"LTU","SC_SNTWS_edu_primary",0.37,"primary","SC_SNTWS"
"AUS","CG_SAYG_edu_primary",0.66,"primary","CG_SAYG"
"AUT","CG_SAYG_edu_primary",0.66,"primary","CG_SAYG"
"BEL","CG_SAYG_edu_primary",0.6,"primary","CG_SAYG"
"CAN","CG_SAYG_edu_primary",0.7,"primary","CG_SAYG"
"CHL","CG_SAYG_edu_primary",0.35,"primary","CG_SAYG"
"CZE","CG_SAYG_edu_primary",0.7,"primary","CG_SAYG"
"DNK","CG_SAYG_edu_primary",0.56,"primary","CG_SAYG"
"EST","CG_SAYG_edu_primary",0.82,"primary","CG_SAYG"
"FIN","CG_SAYG_edu_primary",0.38,"primary","CG_SAYG"
"FRA","CG_SAYG_edu_primary",0.83,"primary","CG_SAYG"
"DEU","CG_SAYG_edu_primary",0.61,"primary","CG_SAYG"
"GRC","CG_SAYG_edu_primary",0.65,"primary","CG_SAYG"
"HUN","CG_SAYG_edu_primary",,"primary","CG_SAYG"
"ISL","CG_SAYG_edu_primary",,"primary","CG_SAYG"
"IRL","CG_SAYG_edu_primary",0.64,"primary","CG_SAYG"
"ISR","CG_SAYG_edu_primary",0.84,"primary","CG_SAYG"
"ITA","CG_SAYG_edu_primary",0.71,"primary","CG_SAYG"
"JPN","CG_SAYG_edu_primary",0.71,"primary","CG_SAYG"
"KOR","CG_SAYG_edu_primary",0.74,"primary","CG_SAYG"
"LVA","CG_SAYG_edu_primary",,"primary","CG_SAYG"
"LUX","CG_SAYG_edu_primary",,"primary","CG_SAYG"
"MEX","CG_SAYG_edu_primary",,"primary","CG_SAYG"
"NLD","CG_SAYG_edu_primary",0.48,"primary","CG_SAYG"
"NZL","CG_SAYG_edu_primary",0.57,"primary","CG_SAYG"
"NOR","CG_SAYG_edu_primary",0.5,"primary","CG_SAYG"
"POL","CG_SAYG_edu_primary",0.6,"primary","CG_SAYG"
"PRT","CG_SAYG_edu_primary",,"primary","CG_SAYG"
"SVK","CG_SAYG_edu_primary",0.72,"primary","CG_SAYG"
"SVN","CG_SAYG_edu_primary",0.83,"primary","CG_SAYG"
"ESP","CG_SAYG_edu_primary",0.82,"primary","CG_SAYG"
"SWE","CG_SAYG_edu_primary",0.53,"primary","CG_SAYG"
"CHE","CG_SAYG_edu_primary",,"primary","CG_SAYG"
"TUR","CG_SAYG_edu_primary",0.96,"primary","CG_SAYG"
"GBR","CG_SAYG_edu_primary",0.61,"primary","CG_SAYG"
"USA","CG_SAYG_edu_primary",0.56,"primary","CG_SAYG"
"OECD","CG_SAYG_edu_primary",0.65,"primary","CG_SAYG"
"LTU","CG_SAYG_edu_primary",0.33,"primary","CG_SAYG"
"AUS","CG_VOTO_edu_primary",,"primary","CG_VOTO"
"AUT","CG_VOTO_edu_primary",,"primary","CG_VOTO"
"BEL","CG_VOTO_edu_primary",,"primary","CG_VOTO"
"CAN","CG_VOTO_edu_primary",,"primary","CG_VOTO"
"CHL","CG_VOTO_edu_primary",,"primary","CG_VOTO"
"CZE","CG_VOTO_edu_primary",,"primary","CG_VOTO"
"DNK","CG_VOTO_edu_primary",,"primary","CG_VOTO"
"EST","CG_VOTO_edu_primary",,"primary","CG_VOTO"
"FIN","CG_VOTO_edu_primary",,"primary","CG_VOTO"
"FRA","CG_VOTO_edu_primary",,"primary","CG_VOTO"
"DEU","CG_VOTO_edu_primary",,"primary","CG_VOTO"
"GRC","CG_VOTO_edu_primary",,"primary","CG_VOTO"
"HUN","CG_VOTO_edu_primary",,"primary","CG_VOTO"
"ISL","CG_VOTO_edu_primary",,"primary","CG_VOTO"
"IRL","CG_VOTO_edu_primary",,"primary","CG_VOTO"
"ISR","CG_VOTO_edu_primary",,"primary","CG_VOTO"
"ITA","CG_VOTO_edu_primary",,"primary","CG_VOTO"
"JPN","CG_VOTO_edu_primary",,"primary","CG_VOTO"
"KOR","CG_VOTO_edu_primary",,"primary","CG_VOTO"
"LVA","CG_VOTO_edu_primary",,"primary","CG_VOTO"
"LUX","CG_VOTO_edu_primary",,"primary","CG_VOTO"
"MEX","CG_VOTO_edu_primary",,"primary","CG_VOTO"
"NLD","CG_VOTO_edu_primary",,"primary","CG_VOTO"
"NZL","CG_VOTO_edu_primary",,"primary","CG_VOTO"
"NOR","CG_VOTO_edu_primary",,"primary","CG_VOTO"
"POL","CG_VOTO_edu_primary",,"primary","CG_VOTO"
"PRT","CG_VOTO_edu_primary",,"primary","CG_VOTO"
"SVK","CG_VOTO_edu_primary",,"primary","CG_VOTO"
"SVN","CG_VOTO_edu_primary",,"primary","CG_VOTO"
"ESP","CG_VOTO_edu_primary",,"primary","CG_VOTO"
"SWE","CG_VOTO_edu_primary",,"primary","CG_VOTO"
"CHE","CG_VOTO_edu_primary",,"primary","CG_VOTO"
"TUR","CG_VOTO_edu_primary",,"primary","CG_VOTO"
"GBR","CG_VOTO_edu_primary",,"primary","CG_VOTO"
"USA","CG_VOTO_edu_primary",,"primary","CG_VOTO"
"OECD","CG_VOTO_edu_primary",,"primary","CG_VOTO"
"LTU","CG_VOTO_edu_primary",,"primary","CG_VOTO"
"AUS","EQ_SATW_edu_primary",0.59,"primary","EQ_SATW"
"AUT","EQ_SATW_edu_primary",0.96,"primary","EQ_SATW"
"BEL","EQ_SATW_edu_primary",0.96,"primary","EQ_SATW"
"CAN","EQ_SATW_edu_primary",0.74,"primary","EQ_SATW"
"CHL","EQ_SATW_edu_primary",1.6,"primary","EQ_SATW"
"CZE","EQ_SATW_edu_primary",0.74,"primary","EQ_SATW"
"DNK","EQ_SATW_edu_primary",0.64,"primary","EQ_SATW"
"EST","EQ_SATW_edu_primary",0.98,"primary","EQ_SATW"
"FIN","EQ_SATW_edu_primary",1.1,"primary","EQ_SATW"
"FRA","EQ_SATW_edu_primary",1.21,"primary","EQ_SATW"
"DEU","EQ_SATW_edu_primary",0.98,"primary","EQ_SATW"
"GRC","EQ_SATW_edu_primary",1.01,"primary","EQ_SATW"
"HUN","EQ_SATW_edu_primary",1.27,"primary","EQ_SATW"
"ISL","EQ_SATW_edu_primary",1.14,"primary","EQ_SATW"
"IRL","EQ_SATW_edu_primary",1.14,"primary","EQ_SATW"
"ISR","EQ_SATW_edu_primary",1.16,"primary","EQ_SATW"
"ITA","EQ_SATW_edu_primary",1.07,"primary","EQ_SATW"
"JPN","EQ_SATW_edu_primary",1.4,"primary","EQ_SATW"
"KOR","EQ_SATW_edu_primary",0.9,"primary","EQ_SATW"
"LVA","EQ_SATW_edu_primary",1.03,"primary","EQ_SATW"
"LUX","EQ_SATW_edu_primary",1.02,"primary","EQ_SATW"
"MEX","EQ_SATW_edu_primary",1.08,"primary","EQ_SATW"
"NLD","EQ_SATW_edu_primary",1.53,"primary","EQ_SATW"
"NZL","EQ_SATW_edu_primary",0.72,"primary","EQ_SATW"
"NOR","EQ_SATW_edu_primary",1.28,"primary","EQ_SATW"
"POL","EQ_SATW_edu_primary",1.46,"primary","EQ_SATW"
"PRT","EQ_SATW_edu_primary",1.13,"primary","EQ_SATW"
"SVK","EQ_SATW_edu_primary",1.16,"primary","EQ_SATW"
"SVN","EQ_SATW_edu_primary",1.5,"primary","EQ_SATW"
"ESP","EQ_SATW_edu_primary",1.12,"primary","EQ_SATW"
"SWE","EQ_SATW_edu_primary",3.2,"primary","EQ_SATW"
"CHE","EQ_SATW_edu_primary",0.85,"primary","EQ_SATW"
"TUR","EQ_SATW_edu_primary",1.23,"primary","EQ_SATW"
"GBR","EQ_SATW_edu_primary",0.99,"primary","EQ_SATW"
"USA","EQ_SATW_edu_primary",1.34,"primary","EQ_SATW"
"OECD","EQ_SATW_edu_primary",1.15,"primary","EQ_SATW"
"LTU","EQ_SATW_edu_primary",1.4,"primary","EQ_SATW"
"AUS","PS_SFRV_edu_primary",0.7,"primary","PS_SFRV"
"AUT","PS_SFRV_edu_primary",0.55,"primary","PS_SFRV"
"BEL","PS_SFRV_edu_primary",0.6,"primary","PS_SFRV"
"CAN","PS_SFRV_edu_primary",0.55,"primary","PS_SFRV"
"CHL","PS_SFRV_edu_primary",0.95,"primary","PS_SFRV"
"CZE","PS_SFRV_edu_primary",0.67,"primary","PS_SFRV"
"DNK","PS_SFRV_edu_primary",0.4,"primary","PS_SFRV"
"EST","PS_SFRV_edu_primary",1.22,"primary","PS_SFRV"
"FIN","PS_SFRV_edu_primary",0.75,"primary","PS_SFRV"
"FRA","PS_SFRV_edu_primary",0.6,"primary","PS_SFRV"
"DEU","PS_SFRV_edu_primary",0.49,"primary","PS_SFRV"
"GRC","PS_SFRV_edu_primary",0.74,"primary","PS_SFRV"
"HUN","PS_SFRV_edu_primary",0.94,"primary","PS_SFRV"
"ISL","PS_SFRV_edu_primary",1.09,"primary","PS_SFRV"
"IRL","PS_SFRV_edu_primary",0.76,"primary","PS_SFRV"
"ISR","PS_SFRV_edu_primary",0.55,"primary","PS_SFRV"
"ITA","PS_SFRV_edu_primary",0.86,"primary","PS_SFRV"
"JPN","PS_SFRV_edu_primary",0.77,"primary","PS_SFRV"
"KOR","PS_SFRV_edu_primary",1.03,"primary","PS_SFRV"
"LVA","PS_SFRV_edu_primary",1.13,"primary","PS_SFRV"
"LUX","PS_SFRV_edu_primary",0.57,"primary","PS_SFRV"
"MEX","PS_SFRV_edu_primary",1.08,"primary","PS_SFRV"
"NLD","PS_SFRV_edu_primary",0.43,"primary","PS_SFRV"
"NZL","PS_SFRV_edu_primary",0.78,"primary","PS_SFRV"
"NOR","PS_SFRV_edu_primary",0.64,"primary","PS_SFRV"
"POL","PS_SFRV_edu_primary",1.1,"primary","PS_SFRV"
"PRT","PS_SFRV_edu_primary",0.72,"primary","PS_SFRV"
"SVK","PS_SFRV_edu_primary",0.86,"primary","PS_SFRV"
"SVN","PS_SFRV_edu_primary",0.64,"primary","PS_SFRV"
"ESP","PS_SFRV_edu_primary",0.65,"primary","PS_SFRV"
"SWE","PS_SFRV_edu_primary",0.75,"primary","PS_SFRV"
"CHE","PS_SFRV_edu_primary",0.44,"primary","PS_SFRV"
"TUR","PS_SFRV_edu_primary",1.1,"primary","PS_SFRV"
"GBR","PS_SFRV_edu_primary",0.57,"primary","PS_SFRV"
"USA","PS_SFRV_edu_primary",0.53,"primary","PS_SFRV"
"OECD","PS_SFRV_edu_primary",0.75,"primary","PS_SFRV"
"LTU","PS_SFRV_edu_primary",1.05,"primary","PS_SFRV"
"AUS","SW_LIFS_edu_primary",0.93,"primary","SW_LIFS"
"AUT","SW_LIFS_edu_primary",0.9,"primary","SW_LIFS"
"BEL","SW_LIFS_edu_primary",0.87,"primary","SW_LIFS"
"CAN","SW_LIFS_edu_primary",0.95,"primary","SW_LIFS"
"CHL","SW_LIFS_edu_primary",0.78,"primary","SW_LIFS"
"CZE","SW_LIFS_edu_primary",0.85,"primary","SW_LIFS"
"DNK","SW_LIFS_edu_primary",0.95,"primary","SW_LIFS"
"EST","SW_LIFS_edu_primary",0.88,"primary","SW_LIFS"
"FIN","SW_LIFS_edu_primary",0.89,"primary","SW_LIFS"
"FRA","SW_LIFS_edu_primary",0.85,"primary","SW_LIFS"
"DEU","SW_LIFS_edu_primary",0.86,"primary","SW_LIFS"
"GRC","SW_LIFS_edu_primary",0.77,"primary","SW_LIFS"
"HUN","SW_LIFS_edu_primary",0.76,"primary","SW_LIFS"
"ISL","SW_LIFS_edu_primary",0.95,"primary","SW_LIFS"
"IRL","SW_LIFS_edu_primary",0.94,"primary","SW_LIFS"
"ISR","SW_LIFS_edu_primary",0.84,"primary","SW_LIFS"
"ITA","SW_LIFS_edu_primary",0.87,"primary","SW_LIFS"
"JPN","SW_LIFS_edu_primary",0.89,"primary","SW_LIFS"
"KOR","SW_LIFS_edu_primary",0.78,"primary","SW_LIFS"
"LVA","SW_LIFS_edu_primary",0.83,"primary","SW_LIFS"
"LUX","SW_LIFS_edu_primary",0.89,"primary","SW_LIFS"
"MEX","SW_LIFS_edu_primary",0.83,"primary","SW_LIFS"
"NLD","SW_LIFS_edu_primary",0.92,"primary","SW_LIFS"
"NZL","SW_LIFS_edu_primary",0.96,"primary","SW_LIFS"
"NOR","SW_LIFS_edu_primary",0.95,"primary","SW_LIFS"
"POL","SW_LIFS_edu_primary",0.85,"primary","SW_LIFS"
"PRT","SW_LIFS_edu_primary",0.71,"primary","SW_LIFS"
"SVK","SW_LIFS_edu_primary",0.82,"primary","SW_LIFS"
"SVN","SW_LIFS_edu_primary",0.77,"primary","SW_LIFS"
"ESP","SW_LIFS_edu_primary",0.83,"primary","SW_LIFS"
"SWE","SW_LIFS_edu_primary",0.95,"primary","SW_LIFS"
"CHE","SW_LIFS_edu_primary",0.93,"primary","SW_LIFS"
"TUR","SW_LIFS_edu_primary",0.82,"primary","SW_LIFS"
"GBR","SW_LIFS_edu_primary",0.92,"primary","SW_LIFS"
"USA","SW_LIFS_edu_primary",0.87,"primary","SW_LIFS"
"OECD","SW_LIFS_edu_primary",0.87,"primary","SW_LIFS"
"LTU","SW_LIFS_edu_primary",0.88,"primary","SW_LIFS"
"AUS","IW_HNFW_edu_secondary",0.67,"secondary","IW_HNFW"
"AUT","IW_HNFW_edu_secondary",0.35,"secondary","IW_HNFW"
"BEL","IW_HNFW_edu_secondary",0.68,"secondary","IW_HNFW"
"CAN","IW_HNFW_edu_secondary",0.59,"secondary","IW_HNFW"
"CHL","IW_HNFW_edu_secondary",0.39,"secondary","IW_HNFW"
"CZE","IW_HNFW_edu_secondary",,"secondary","IW_HNFW"
"DNK","IW_HNFW_edu_secondary",0.56,"secondary","IW_HNFW"
"EST","IW_HNFW_edu_secondary",0.68,"secondary","IW_HNFW"
"FIN","IW_HNFW_edu_secondary",0.5,"secondary","IW_HNFW"
"FRA","IW_HNFW_edu_secondary",0.57,"secondary","IW_HNFW"
"DEU","IW_HNFW_edu_secondary",0.41,"secondary","IW_HNFW"
"GRC","IW_HNFW_edu_secondary",0.79,"secondary","IW_HNFW"
"HUN","IW_HNFW_edu_secondary",0.42,"secondary","IW_HNFW"
"ISL","IW_HNFW_edu_secondary",,"secondary","IW_HNFW"
"IRL","IW_HNFW_edu_secondary",0.86,"secondary","IW_HNFW"
"ISR","IW_HNFW_edu_secondary",,"secondary","IW_HNFW"
"ITA","IW_HNFW_edu_secondary",0.56,"secondary","IW_HNFW"
"JPN","IW_HNFW_edu_secondary",,"secondary","IW_HNFW"
"KOR","IW_HNFW_edu_secondary",0.62,"secondary","IW_HNFW"
"LVA","IW_HNFW_edu_secondary",0.33,"secondary","IW_HNFW"
"LUX","IW_HNFW_edu_secondary",0.63,"secondary","IW_HNFW"
"MEX","IW_HNFW_edu_secondary",,"secondary","IW_HNFW"
"NLD","IW_HNFW_edu_secondary",,"secondary","IW_HNFW"
"NZL","IW_HNFW_edu_secondary",0.74,"secondary","IW_HNFW"
"NOR","IW_HNFW_edu_secondary",0.72,"secondary","IW_HNFW"
"POL","IW_HNFW_edu_secondary",0.85,"secondary","IW_HNFW"
"PRT","IW_HNFW_edu_secondary",0.55,"secondary","IW_HNFW"
"SVK","IW_HNFW_edu_secondary",0.59,"secondary","IW_HNFW"
"SVN","IW_HNFW_edu_secondary",0.81,"secondary","IW_HNFW"
"ESP","IW_HNFW_edu_secondary",0.61,"secondary","IW_HNFW"
"SWE","IW_HNFW_edu_secondary",,"secondary","IW_HNFW"
"CHE","IW_HNFW_edu_secondary",,"secondary","IW_HNFW"
"TUR","IW_HNFW_edu_secondary",,"secondary","IW_HNFW"
"GBR","IW_HNFW_edu_secondary",,"secondary","IW_HNFW"
"USA","IW_HNFW_edu_secondary",0.27,"secondary","IW_HNFW"
"OECD","IW_HNFW_edu_secondary",0.59,"secondary","IW_HNFW"
"LTU","IW_HNFW_edu_secondary",,"secondary","IW_HNFW"
"AUS","JE_PE_edu_secondary",0.77,"secondary","JE_PE"
"AUT","JE_PE_edu_secondary",0.73,"secondary","JE_PE"
"BEL","JE_PE_edu_secondary",0.76,"secondary","JE_PE"
"CAN","JE_PE_edu_secondary",0.71,"secondary","JE_PE"
"CHL","JE_PE_edu_secondary",,"secondary","JE_PE"
"CZE","JE_PE_edu_secondary",0.69,"secondary","JE_PE"
"DNK","JE_PE_edu_secondary",0.81,"secondary","JE_PE"
"EST","JE_PE_edu_secondary",0.7,"secondary","JE_PE"
"FIN","JE_PE_edu_secondary",0.71,"secondary","JE_PE"
"FRA","JE_PE_edu_secondary",0.75,"secondary","JE_PE"
"DEU","JE_PE_edu_secondary",0.67,"secondary","JE_PE"
"GRC","JE_PE_edu_secondary",0.66,"secondary","JE_PE"
"HUN","JE_PE_edu_secondary",0.62,"secondary","JE_PE"
"ISL","JE_PE_edu_secondary",0.79,"secondary","JE_PE"
"IRL","JE_PE_edu_secondary",0.63,"secondary","JE_PE"
"ISR","JE_PE_edu_secondary",,"secondary","JE_PE"
"ITA","JE_PE_edu_secondary",0.74,"secondary","JE_PE"
"JPN","JE_PE_edu_secondary",0.78,"secondary","JE_PE"
"KOR","JE_PE_edu_secondary",0.67,"secondary","JE_PE"
"LVA","JE_PE_edu_secondary",,"secondary","JE_PE"
"LUX","JE_PE_edu_secondary",0.67,"secondary","JE_PE"
"MEX","JE_PE_edu_secondary",0.54,"secondary","JE_PE"
"NLD","JE_PE_edu_secondary",0.73,"secondary","JE_PE"
"NZL","JE_PE_edu_secondary",,"secondary","JE_PE"
"NOR","JE_PE_edu_secondary",0.88,"secondary","JE_PE"
"POL","JE_PE_edu_secondary",0.62,"secondary","JE_PE"
"PRT","JE_PE_edu_secondary",0.6,"secondary","JE_PE"
"SVK","JE_PE_edu_secondary",0.79,"secondary","JE_PE"
"SVN","JE_PE_edu_secondary",0.6,"secondary","JE_PE"
"ESP","JE_PE_edu_secondary",0.7,"secondary","JE_PE"
"SWE","JE_PE_edu_secondary",0.86,"secondary","JE_PE"
"CHE","JE_PE_edu_secondary",0.67,"secondary","JE_PE"
"TUR","JE_PE_edu_secondary",0.55,"secondary","JE_PE"
"GBR","JE_PE_edu_secondary",0.67,"secondary","JE_PE"
"USA","JE_PE_edu_secondary",0.6,"secondary","JE_PE"
"OECD","JE_PE_edu_secondary",0.7,"secondary","JE_PE"
"LTU","JE_PE_edu_secondary",,"secondary","JE_PE"
"AUS","JE_EMPL_edu_secondary",0.94,"secondary","JE_EMPL"
"AUT","JE_EMPL_edu_secondary",0.89,"secondary","JE_EMPL"
"BEL","JE_EMPL_edu_secondary",0.85,"secondary","JE_EMPL"
"CAN","JE_EMPL_edu_secondary",0.9,"secondary","JE_EMPL"
"CHL","JE_EMPL_edu_secondary",0.85,"secondary","JE_EMPL"
"CZE","JE_EMPL_edu_secondary",0.93,"secondary","JE_EMPL"
"DNK","JE_EMPL_edu_secondary",0.93,"secondary","JE_EMPL"
"EST","JE_EMPL_edu_secondary",0.9,"secondary","JE_EMPL"
"FIN","JE_EMPL_edu_secondary",0.88,"secondary","JE_EMPL"
"FRA","JE_EMPL_edu_secondary",0.87,"secondary","JE_EMPL"
"DEU","JE_EMPL_edu_secondary",0.91,"secondary","JE_EMPL"
"GRC","JE_EMPL_edu_secondary",0.82,"secondary","JE_EMPL"
"HUN","JE_EMPL_edu_secondary",0.89,"secondary","JE_EMPL"
"ISL","JE_EMPL_edu_secondary",0.96,"secondary","JE_EMPL"
"IRL","JE_EMPL_edu_secondary",0.84,"secondary","JE_EMPL"
"ISR","JE_EMPL_edu_secondary",0.85,"secondary","JE_EMPL"
"ITA","JE_EMPL_edu_secondary",0.89,"secondary","JE_EMPL"
"JPN","JE_EMPL_edu_secondary",,"secondary","JE_EMPL"
"KOR","JE_EMPL_edu_secondary",0.94,"secondary","JE_EMPL"
"LVA","JE_EMPL_edu_secondary",0.84,"secondary","JE_EMPL"
"LUX","JE_EMPL_edu_secondary",0.85,"secondary","JE_EMPL"
"MEX","JE_EMPL_edu_secondary",0.88,"secondary","JE_EMPL"
"NLD","JE_EMPL_edu_secondary",0.89,"secondary","JE_EMPL"
"NZL","JE_EMPL_edu_secondary",0.93,"secondary","JE_EMPL"
"NOR","JE_EMPL_edu_secondary",0.9,"secondary","JE_EMPL"
"POL","JE_EMPL_edu_secondary",0.77,"secondary","JE_EMPL"
"PRT","JE_EMPL_edu_secondary",0.94,"secondary","JE_EMPL"
"SVK","JE_EMPL_edu_secondary",0.9,"secondary","JE_EMPL"
"SVN","JE_EMPL_edu_secondary",0.83,"secondary","JE_EMPL"
"ESP","JE_EMPL_edu_secondary",0.86,"secondary","JE_EMPL"
"SWE","JE_EMPL_edu_secondary",0.95,"secondary","JE_EMPL"
"CHE","JE_EMPL_edu_secondary",0.93,"secondary","JE_EMPL"
"TUR","JE_EMPL_edu_secondary",0.81,"secondary","JE_EMPL"
"GBR","JE_EMPL_edu_secondary",0.94,"secondary","JE_EMPL"
"USA","JE_EMPL_edu_secondary",0.85,"secondary","JE_EMPL"
"OECD","JE_EMPL_edu_secondary",0.89,"secondary","JE_EMPL"
"LTU","JE_EMPL_edu_secondary",0.79,"secondary","JE_EMPL"
"AUS","JE_EMP_edu_secondary",0.76,"secondary","JE_EMP"
"AUT","JE_EMP_edu_secondary",0.73,"secondary","JE_EMP"
"BEL","JE_EMP_edu_secondary",0.55,"secondary","JE_EMP"
"CAN","JE_EMP_edu_secondary",0.69,"secondary","JE_EMP"
"CHL","JE_EMP_edu_secondary",0.88,"secondary","JE_EMP"
"CZE","JE_EMP_edu_secondary",0.5,"secondary","JE_EMP"
"DNK","JE_EMP_edu_secondary",1.01,"secondary","JE_EMP"
"EST","JE_EMP_edu_secondary",0.61,"secondary","JE_EMP"
"FIN","JE_EMP_edu_secondary",0.78,"secondary","JE_EMP"
"FRA","JE_EMP_edu_secondary",0.66,"secondary","JE_EMP"
"DEU","JE_EMP_edu_secondary",0.54,"secondary","JE_EMP"
"GRC","JE_EMP_edu_secondary",0.75,"secondary","JE_EMP"
"HUN","JE_EMP_edu_secondary",0.38,"secondary","JE_EMP"
"ISL","JE_EMP_edu_secondary",0.89,"secondary","JE_EMP"
"IRL","JE_EMP_edu_secondary",0.52,"secondary","JE_EMP"
"ISR","JE_EMP_edu_secondary",0.67,"secondary","JE_EMP"
"ITA","JE_EMP_edu_secondary",0.76,"secondary","JE_EMP"
"JPN","JE_EMP_edu_secondary",,"secondary","JE_EMP"
"KOR","JE_EMP_edu_secondary",0.97,"secondary","JE_EMP"
"LVA","JE_EMP_edu_secondary",0.42,"secondary","JE_EMP"
"LUX","JE_EMP_edu_secondary",0.84,"secondary","JE_EMP"
"MEX","JE_EMP_edu_secondary",1.06,"secondary","JE_EMP"
"NLD","JE_EMP_edu_secondary",0.54,"secondary","JE_EMP"
"NZL","JE_EMP_edu_secondary",0.57,"secondary","JE_EMP"
"NOR","JE_EMP_edu_secondary",0.76,"secondary","JE_EMP"
"POL","JE_EMP_edu_secondary",0.49,"secondary","JE_EMP"
"PRT","JE_EMP_edu_secondary",0.72,"secondary","JE_EMP"
"SVK","JE_EMP_edu_secondary",0.56,"secondary","JE_EMP"
"SVN","JE_EMP_edu_secondary",0.61,"secondary","JE_EMP"
"ESP","JE_EMP_edu_secondary",0.64,"secondary","JE_EMP"
"SWE","JE_EMP_edu_secondary",0.86,"secondary","JE_EMP"
"CHE","JE_EMP_edu_secondary",0.87,"secondary","JE_EMP"
"TUR","JE_EMP_edu_secondary",0.92,"secondary","JE_EMP"
"GBR","JE_EMP_edu_secondary",0.73,"secondary","JE_EMP"
"USA","JE_EMP_edu_secondary",0.45,"secondary","JE_EMP"
"OECD","JE_EMP_edu_secondary",0.7,"secondary","JE_EMP"
"LTU","JE_EMP_edu_secondary",0.28,"secondary","JE_EMP"
"AUS","HS_SFRH_edu_secondary",,"secondary","HS_SFRH"
"AUT","HS_SFRH_edu_secondary",0.57,"secondary","HS_SFRH"
"BEL","HS_SFRH_edu_secondary",0.66,"secondary","HS_SFRH"
"CAN","HS_SFRH_edu_secondary",,"secondary","HS_SFRH"
"CHL","HS_SFRH_edu_secondary",0.83,"secondary","HS_SFRH"
"CZE","HS_SFRH_edu_secondary",0.58,"secondary","HS_SFRH"
"DNK","HS_SFRH_edu_secondary",0.69,"secondary","HS_SFRH"
"EST","HS_SFRH_edu_secondary",0.75,"secondary","HS_SFRH"
"FIN","HS_SFRH_edu_secondary",0.7,"secondary","HS_SFRH"
"FRA","HS_SFRH_edu_secondary",0.66,"secondary","HS_SFRH"
"DEU","HS_SFRH_edu_secondary",0.75,"secondary","HS_SFRH"
"GRC","HS_SFRH_edu_secondary",0.77,"secondary","HS_SFRH"
"HUN","HS_SFRH_edu_secondary",0.72,"secondary","HS_SFRH"
"ISL","HS_SFRH_edu_secondary",0.67,"secondary","HS_SFRH"
"IRL","HS_SFRH_edu_secondary",0.69,"secondary","HS_SFRH"
"ISR","HS_SFRH_edu_secondary",,"secondary","HS_SFRH"
"ITA","HS_SFRH_edu_secondary",0.74,"secondary","HS_SFRH"
"JPN","HS_SFRH_edu_secondary",0.88,"secondary","HS_SFRH"
"KOR","HS_SFRH_edu_secondary",0.92,"secondary","HS_SFRH"
"LVA","HS_SFRH_edu_secondary",0.72,"secondary","HS_SFRH"
"LUX","HS_SFRH_edu_secondary",0.68,"secondary","HS_SFRH"
"MEX","HS_SFRH_edu_secondary",,"secondary","HS_SFRH"
"NLD","HS_SFRH_edu_secondary",0.65,"secondary","HS_SFRH"
"NZL","HS_SFRH_edu_secondary",,"secondary","HS_SFRH"
"NOR","HS_SFRH_edu_secondary",0.56,"secondary","HS_SFRH"
"POL","HS_SFRH_edu_secondary",0.53,"secondary","HS_SFRH"
"PRT","HS_SFRH_edu_secondary",0.85,"secondary","HS_SFRH"
